indices,times,engine,encoded_indices
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04113149642944336, 0.0009982585906982422, 0.003033876419067383, 0.002971649169921875, 0.030568838119506836, 0.003998756408691406, 0.002011537551879883, 0.005022525787353516, 0.010031938552856445, 0.01900339126586914]",InnoDB,I13+I19+I15+I17+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05118727684020996, 0.0015065670013427734, 0.002002716064453125, 0.0019412040710449219, 0.028670072555541992, 0.004002571105957031, 0.0020008087158203125, 0.005023956298828125, 0.01002812385559082, 0.018607139587402344]",InnoDB,I13+I19+I15+I17+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.045255422592163086, 0.0019943714141845703, 0.0020008087158203125, 0.002675294876098633, 0.029870033264160156, 0.004008769989013672, 0.00102996826171875, 0.0050199031829833984, 0.008994579315185547, 0.02081012725830078]",InnoDB,I13+I19+I15+I12+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04119157791137695, 0.0010056495666503906, 0.0019996166229248047, 0.004002094268798828, 0.027618408203125, 0.004008769989013672, 0.0019989013671875, 0.005481243133544922, 0.009016752243041992, 0.020669937133789062]",InnoDB,I13+I19+I15+I12+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.0432283878326416, 0.0014586448669433594, 0.001997232437133789, 0.0013489723205566406, 0.028753280639648438, 0.002995729446411133, 0.0010085105895996094, 0.0050203800201416016, 0.010029077529907227, 0.01901721954345703]",InnoDB,I13+I19+I15+I12+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.046038150787353516, 0.002001523971557617, 0.0029947757720947266, 0.002997875213623047, 0.029076337814331055, 0.003019094467163086, 0.0010218620300292969, 0.004972219467163086, 0.009608745574951172, 0.018580913543701172]",InnoDB,I13+I19+I15+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.024689197540283203, 0.0019538402557373047, 0.001973867416381836, 0.0022356510162353516, 0.03782796859741211, 0.0039997100830078125, 0.0019767284393310547, 0.005978107452392578, 0.009015083312988281, 0.0185701847076416]",InnoDB,I13+I19+I18+I16+I17+I12
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.030340909957885742, 0.0009951591491699219, 0.0029981136322021484, 0.0030210018157958984, 0.0365602970123291, 0.00400996208190918, 0.0020101070404052734, 0.004962444305419922, 0.010003805160522461, 0.021371126174926758]",InnoDB,I13+I19+I18+I16+I17+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.023615360260009766, 0.002000093460083008, 0.0020160675048828125, 0.0029985904693603516, 0.041359663009643555, 0.0040705204010009766, 0.00099945068359375, 0.006033420562744141, 0.009999990463256836, 0.01854872703552246]",InnoDB,I13+I19+I18+I16+I17+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.024088144302368164, 0.001998424530029297, 0.0020236968994140625, 0.0020220279693603516, 0.03970193862915039, 0.004019498825073242, 0.0019817352294921875, 0.004998922348022461, 0.010060548782348633, 0.017746448516845703]",InnoDB,I13+I19+I18+I16+I17+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.02419567108154297, 0.0009741783142089844, 0.0009987354278564453, 0.0030210018157958984, 0.038382530212402344, 0.0040018558502197266, 0.0020012855529785156, 0.0059778690338134766, 0.01001286506652832, 0.019053936004638672]",InnoDB,I13+I19+I18+I16+I12+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.026299715042114258, 0.0009546279907226562, 0.001997709274291992, 0.002008676528930664, 0.0388181209564209, 0.004998922348022461, 0.0020287036895751953, 0.005641937255859375, 0.009991884231567383, 0.018086910247802734]",InnoDB,I13+I19+I18+I16+I12+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.025273561477661133, 0.0019867420196533203, 0.0019969940185546875, 0.0030128955841064453, 0.04032397270202637, 0.004014253616333008, 0.002158641815185547, 0.005031108856201172, 0.010030984878540039, 0.019721031188964844]",InnoDB,I13+I19+I18+I16+I12+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.02572488784790039, 0.0010006427764892578, 0.0030829906463623047, 0.0019614696502685547, 0.05183887481689453, 0.003999233245849609, 0.002007722854614258, 0.006028652191162109, 0.009999513626098633, 0.01906132698059082]",InnoDB,I13+I19+I18+I16+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.024503231048583984, 0.002001523971557617, 0.0030035972595214844, 0.0032172203063964844, 0.037041425704956055, 0.005015134811401367, 0.0020041465759277344, 0.005025625228881836, 0.009997129440307617, 0.018141508102416992]",InnoDB,I13+I19+I18+I16+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.024111509323120117, 0.0009975433349609375, 0.0020132064819335938, 0.0019986629486083984, 0.03973889350891113, 0.004553794860839844, 0.001016855239868164, 0.006087779998779297, 0.009045124053955078, 0.019058942794799805]",InnoDB,I13+I19+I18+I16+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.024867773056030273, 0.0019817352294921875, 0.0010001659393310547, 0.003011465072631836, 0.037511587142944336, 0.004024028778076172, 0.0009984970092773438, 0.005982160568237305, 0.01001429557800293, 0.019048213958740234]",InnoDB,I13+I19+I18+I17+I12+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.02551555633544922, 0.0020074844360351562, 0.0020322799682617188, 0.002020597457885742, 0.03972506523132324, 0.004996299743652344, 0.001924276351928711, 0.005629539489746094, 0.010048866271972656, 0.019054412841796875]",InnoDB,I13+I19+I18+I17+I12+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.025014162063598633, 0.0009996891021728516, 0.001001596450805664, 0.0027785301208496094, 0.039133548736572266, 0.003999471664428711, 0.0020055770874023438, 0.006020069122314453, 0.011070728302001953, 0.018001556396484375]",InnoDB,I13+I19+I18+I17+I12+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.023523569107055664, 0.0010056495666503906, 0.002969026565551758, 0.002000093460083008, 0.03843069076538086, 0.00400233268737793, 0.0010259151458740234, 0.004996538162231445, 0.010006189346313477, 0.02196025848388672]",InnoDB,I13+I19+I18+I17+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.02549600601196289, 0.0010085105895996094, 0.0030171871185302734, 0.0029985904693603516, 0.03761744499206543, 0.003982067108154297, 0.0009992122650146484, 0.0050275325775146484, 0.011838674545288086, 0.01906299591064453]",InnoDB,I13+I19+I18+I17+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.02504873275756836, 0.0009989738464355469, 0.003002166748046875, 0.001998424530029297, 0.0395660400390625, 0.003998994827270508, 0.0009963512420654297, 0.00500178337097168, 0.010023832321166992, 0.0189971923828125]",InnoDB,I13+I19+I18+I17+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.02619314193725586, 0.0015101432800292969, 0.0020139217376708984, 0.002986431121826172, 0.04513955116271973, 0.0034132003784179688, 0.0020165443420410156, 0.004998445510864258, 0.010250091552734375, 0.018052101135253906]",InnoDB,I13+I19+I18+I12+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.027642250061035156, 0.0009942054748535156, 0.0016341209411621094, 0.0030024051666259766, 0.03851795196533203, 0.003997087478637695, 0.0019974708557128906, 0.0049991607666015625, 0.009574174880981445, 0.02058720588684082]",InnoDB,I13+I19+I18+I12+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.02404165267944336, 0.002001523971557617, 0.0019979476928710938, 0.002001047134399414, 0.039243459701538086, 0.003964900970458984, 0.0020029544830322266, 0.005029439926147461, 0.010044097900390625, 0.021317005157470703]",InnoDB,I13+I19+I18+I12+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.024651765823364258, 0.0019822120666503906, 0.002013683319091797, 0.0029799938201904297, 0.03868842124938965, 0.0030202865600585938, 0.0017480850219726562, 0.005021810531616211, 0.01002645492553711, 0.019037485122680664]",InnoDB,I13+I19+I18+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04304981231689453, 0.0019991397857666016, 0.0009520053863525391, 0.0020012855529785156, 0.029287338256835938, 0.003999233245849609, 0.0019872188568115234, 0.005987405776977539, 0.009998559951782227, 0.018523693084716797]",InnoDB,I13+I19+I16+I17+I12+I14
